ISBN,AvgBookRating,NumberOfRating,BookTitle,BookAuthor,YearOfPublication,Publisher,new_score
0380710722,1.8222222222222222,90,It's Always Something,Gilda Radner,1990,Avon,1.276432608201207
0812967240,3.169491525423729,59,It's My F---ing Birthday : A Novel,MERRILL MARKOE,2002,Villard,1.615797772838179
0425179613,3.3191489361702127,94,It's Not About the Bike: My Journey Back to Life,Lance Armstrong,2001,Berkley Publishing Group,1.6693070079158774
0449221482,2.720496894409938,161,J Is for Judgment,Sue Grafton,1999,Fawcett Books,1.498737615188785
0446604801,2.9285714285714284,182,Jack &amp; Jill (Alex Cross Novels),James Patterson,1997,Warner Books,1.5692745639077557
0451207521,3.171171171171171,111,Jackdaws,Ken Follett,2002,Signet Book,1.6353858633971992
0140374248,3.450980392156863,51,James and the Giant Peach,Roald Dahl,2000,Penguin USA (Paper),1.6666934682512338
0553211404,3.989010989010989,91,Jane Eyre (Bantam Classics),Charlotte Bronte,1983,Bantam,1.8434207572748444
0452269652,2.5636363636363635,55,Jazz (Plume Contemporary Fiction),Toni Morrison,1993,Plume Books,1.4913189345327345
0140276904,2.7457627118644066,59,Jemima J,Jane Green,0,Penguin Putnam~trade,1.5266592332501072
0767905180,3.6699507389162562,203,Jemima J: A Novel About Ugly Ducklings and Swans,Jane Green,2001,Broadway Books,1.8376084982649634
0385507593,4.17741935483871,62,Jennifer Government : A Novel,Max Barry,2003,Doubleday,1.8349157193701489
0671038184,2.9282296650717705,209,Jewel,Bret Lott,1999,Washington Square Press,1.570934408400188
0671042572,2.5,126,Jewel (Oprah's Book Club),Bret Lott,1999,Pocket,1.4364517648928177
044021422X,1.3269230769230769,52,Jewels,Danielle Steel,1993,Dell,1.25099148899682
0515126772,2.9529411764705884,170,Jewels of the Sun (Irish Trilogy),Nora Roberts,2004,Jove Books,1.5768150727669643
0553348981,5.173076923076923,52,Jitterbug Perfume,TOM ROBBINS,1990,Bantam,2.005684746077676
0345316509,3.0555555555555554,54,Job: A Comedy of Justice,Robert A. Heinlein,1990,Del Rey Books,1.5906624581205318
0380012863,3.9152542372881354,118,Jonathan Livingston Seagull,Richard Bach,1976,Avon,1.8568280258816254
0440237025,1.6557377049180328,61,Journey,Danielle Steel,2001,Dell Publishing Company,1.2924532539947982
0451409973,3.480769230769231,52,Julie and Romeo: A Novel,Jeanne Ray,2001,Onyx Books,1.673619712962099
0064400581,2.5942028985507246,69,Julie of the Wolves (Julie of the Wolves),Jean Craighead George,1972,HarperTrophy,1.4885703693015053
0380730820,2.4918032786885247,61,Jupiter's Bones : A Peter Decker/Rina Lazarus Novel (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,2000,Avon,1.4715331654821173
0345370775,3.369098712446352,466,Jurassic Park,Michael Crichton,1999,Ballantine Books,1.7862829071994533
0449221504,2.1052631578947367,171,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1999,Fawcett Books,1.2885352518899464
0440201926,1.7126436781609196,87,Kaleidoscope,Danielle Steel,1988,Dell,1.2528857786886443
0515136379,3.393162393162393,117,Key of Knowledge (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,1.7023942222530075
051513628X,2.9779411764705883,136,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,1.5821530394704841
0515136530,3.557377049180328,122,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,2003,Jove Pubns,1.7540990317059113
0553572040,2.676470588235294,68,Killer Pancake,Diane Mott Davidson,1996,Crimeline,1.50782069725361
044661095X,2.730769230769231,52,Killing Time,Caleb Carr,2002,Warner Books,1.5264545278313322
0345453816,3.066666666666667,75,Killjoy,Julie Garwood,2003,Ballantine Books,1.5979739494999656
0380805995,2.943396226415094,53,Kiss of the Bees: A Novel of Suspense,J.A. Jance,2001,Avon,1.5681811233288807
0446601241,2.7816593886462884,229,Kiss the Girls,James Patterson,1995,Warner Books,1.5176111760959694
0671880187,3.8555555555555556,90,Kitchen,Banana Yoshimoto,1994,Washington Square Press,1.8071183222324987
0060934913,4.280701754385965,57,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,2001,Ecco,1.8442958009492885
0451162145,1.8148148148148149,54,Koko,Peter Straub,1995,Signet Book,1.3420342506202507
0765342987,3.6166666666666667,60,Kushiel's Dart,Jacqueline Carey,2002,Tor Books,1.7111773256692488
0449221490,2.5244755244755246,143,L Is for Lawless,Sue Grafton,1996,Fawcett Books,1.4383288292909315
0805019375,2.776470588235294,85,L Is for Lawless (Kinsey Millhone Mysteries),Sue Grafton,1995,Henry Holt &amp; Company,1.5264814999740282
0671623249,3.830188679245283,53,LONESOME DOVE,Larry McMurtry,1986,Pocket,1.7440467166543256
0804113475,2.2203389830508473,59,Ladder of Years,Anne Tyler,1997,Ivy Books,1.4161274441608984
067103619X,2.2253521126760565,71,Lake News,Barbara Delinsky,2000,Pocket,1.4018364013224134
0670805149,2.68,75,Lake Wobegon Days,Garrison Keillor,1985,Penguin USA,1.5057004813771746
0140092323,1.91,100,Lake Wobegon days,Garrison Keillor,1986,Penguin Books,1.286204703106372
0380813815,4.091603053435114,131,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,2003,Perennial,1.924459161666712
0679412956,2.925373134328358,67,Lasher,Anne Rice,1993,Alfred A. Knopf,1.5643080307285033
0345397819,3.0,102,Lasher: Lives of the Mayfair Witches (Lives of the Mayfair Witches),Anne Rice,1995,Ballantine Books,1.5852083976899498
0380820293,2.5315315315315314,111,Last Chance Saloon,Marian Keyes,2002,Avon,1.4517166002382431
067102535X,3.212121212121212,66,"Last Dance, Last Chance (Ann Rule's Crime Files)",Ann Rule,2002,Pocket,1.6283726315105262
0446611778,2.288,125,Last Man Standing,David Baldacci,2002,Warner Vision,1.3728191604415476
0452277337,2.6451612903225805,62,Le Divorce (William Abrahams Book),Diane Johnson,1997,Plume Books,1.5038358345046348
0440236991,2.847457627118644,59,Leap of Faith,Danielle Steel,2002,Dell Publishing Company,1.5480524827512443
0842342702,2.883720930232558,129,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),Tim Lahaye,2000,Tyndale House Publishers,1.5526967460988672
0842329129,4.026936026936027,297,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996,Tyndale House Publishers,2.0175416854610044
0440226406,2.0,57,Legacy of Silence,Belva Plain,1999,Dell Publishing Company,1.3734505808812463
0061094129,3.423076923076923,52,Legal Tender,Lisa Scottoline,1997,HarperTorch,1.6622993141058864
0671001701,1.8076923076923077,52,Legend,Jude Deveraux,1997,Pocket,1.3453281461319269
0671568175,2.213235294117647,136,Let Me Call You Sweetheart,Mary Higgins Clark,1996,Pocket,1.3432522142584002
0380973545,3.2058823529411766,68,Letters from a Nut,Ted L. Nancy,1999,William Morrow,1.627945319912761
0451146425,1.8363636363636364,55,Lie Down With Lions,Ken Follett,1986,New Amer Library (Mm),1.3440957321452869
0525947647,3.9160839160839163,143,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,Al Franken,2003,Dutton Books,1.8816685503914872
0786884592,3.1,60,"Life Strategies: Doing What Works, Doing What Matters",Phillip C. McGraw,2000,Hyperion,1.6014932933728157
0671553046,2.1940298507462686,67,Life Support,Tess Gerritsen,1998,Pocket,1.3996469546805912
0156027321,3.9285714285714284,462,Life of Pi,Yann Martel,2003,Harvest Books,2.0312236929893035
1558531025,3.651685393258427,89,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991,Thomas Nelson,1.7528912284447535
0330267388,4.196428571428571,56,"Life,the Universe and Everything",Douglas Adams,0,Pan Books Ltd,1.8243877633968775
0440221501,1.4426229508196722,61,Lightning,DANIELLE STEEL,1996,Dell,1.2468054334195993
038542017X,3.71900826446281,121,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,1995,Anchor,1.8015669911212981
0385474016,2.644578313253012,166,"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies",Laura Esquivel,1994,Anchor Books/Doubleday,1.4727041332350985
0385420161,3.7686567164179103,134,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",Laura Esquivel,1992,Doubleday Books,1.8275508359762986
0020442203,3.8333333333333335,66,"Lion, the Witch and the Wardrobe",C.S. Lewis,1970,MacMillan Publishing Company.,1.7671361495324573
0060517794,3.6363636363636362,66,Little Altars Everywhere,Rebecca Wells,2003,HarperTorch,1.7231379608913573
0060976845,3.2557603686635943,434,Little Altars Everywhere: A Novel,Rebecca Wells,1996,Perennial,1.7317128253753
0064400018,3.746031746031746,63,Little House in the Big Woods,Laura Ingalls Wilder,1953,HarperTrophy,1.7432113201861752
0064400026,3.8,65,Little House on the Prairie,Laura Ingalls Wilder,1953,HarperTrophy,1.7581347565264598
0679723161,4.26530612244898,98,Lolita (Vintage International),VLADIMIR NABOKOV,1989,Vintage,1.9283864236057504
0449002632,2.811111111111111,90,London : The Novel,EDWARD RUTHERFURD,1998,Fawcett,1.5345256603803596
0440236665,1.6981132075471699,53,Lone Eagle,Danielle Steel,2002,Dell Publishing Company,1.3212209284463416
067168390X,4.108108108108108,74,Lonesome Dove,Larry McMurtry,1988,Pocket,1.8445864825105256
0553571818,2.196078431372549,102,Long After Midnight,IRIS JOHANSEN,1997,Bantam,1.3628618687169147
0671742515,3.586206896551724,58,Long Dark Tea Time of the Soul,Douglas Adams,1991,Pocket,1.7021970297916913
0061030430,2.3225806451612905,62,Long Time No See,Susan Isaacs,2002,HarperTorch,1.434134806111895
0440235774,2.303030303030303,66,Looking Back,Belva Plain,2002,Dell Publishing Company,1.4253040685516025
0399501487,3.6723404255319148,235,Lord of the Flies,William Gerald Golding,1959,Perigee Trade,1.8527906222648347
0440224071,1.5490196078431373,51,Los Alamos: A Novel,Joseph Kanon,1998,Island,1.2975274345813494
0446611638,4.543859649122807,57,Lost Light,Michael Connelly,2004,Warner Vision,1.898624095572524
0440212812,1.894736842105263,57,Lost Souls,POPPY BRITE,1993,Dell,1.351719263031952
0140119906,2.782857142857143,175,Love in the Time of Cholera (Penguin Great Books of the 20th Century),Gabriel Garcia Marquez,1994,Penguin Books,1.5188757234575094
0671758896,2.462962962962963,162,"Loves Music, Loves to Dance",Mary Higgins Clark,1992,Pocket,1.4126951549498854
0061093327,1.9649122807017543,57,Low Country,Anne Rivers Siddons,1999,HarperTorch,1.3662068082648147
0684857820,3.7590361445783134,83,Lucky,Alice Sebold,1999,Scribner,1.773524025706872
0316096199,3.6212624584717608,301,Lucky : A Memoir,Alice Sebold,2002,Back Bay Books,1.856346810299252
0786867647,3.8489208633093526,139,Lucky Man: A Memoir,Michael J. Fox,2002,Hyperion,1.856870234335839
0446604658,2.9,80,Lucky You,Carl Hiaasen,1998,Warner Vision,1.5580067157478676
0380796104,1.588235294117647,51,Lucy Sullivan Is Getting Married,Marian Keyes,2000,Avon,1.3051391053786665
0385722192,3.84375,64,Lullaby: A Novel,Chuck Palahniuk,2003,Anchor Books/Doubleday,1.7661771048083266
0449223604,2.3311258278145695,151,M Is for Malice,Sue Grafton,1998,Fawcett Books,1.3731707516593818
0805036377,2.3768115942028984,69,M Is for Malice (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,1996,Henry Holt &amp; Company,1.4388669995018726
0684810387,2.452054794520548,73,MOONLIGHT BECOMES YOU,Mary Higgins Clark,1996,Simon &amp; Schuster,1.4528531565812839
0373483503,2.5952380952380953,84,Macgregor Brides (Macgregors),Nora Roberts,1997,Silhouette,1.4809344595719622
0373483694,2.2962962962962963,81,Macgregor Grooms (Macgregors),Nora Roberts,1998,Silhouette,1.4082502320491732
0345317580,2.388059701492537,67,Magic Kingdom for Sale - Sold! (Magic Kingdom of Landover),Terry Brooks,1990,Del Rey Books,1.4433325462851394
0786862564,2.524390243902439,82,Make the Connection: Ten Steps to a Better Body and a Better Life,Bob Greene,1996,Hyperion Press,1.464221133053114
0440223237,1.65,60,Malice,DANIELLE STEEL,1997,Dell,1.2936703640247615
0679751602,3.6923076923076925,78,Mama Makes Up Her Mind: And Other Dangers of Southern Living,Bailey White,1994,Vintage Books USA,1.7509256907070028
0451124383,1.1481481481481481,54,Man From St Petersburg,Ken Follett,1983,Penguin Putnam~mass,1.2084429749484578
0743225082,3.7027027027027026,74,Man and Boy: A Novel,Tony Parsons,2002,Touchstone,1.748498529751988
0449006522,3.5045045045045047,111,Manhattan Hunt Club,JOHN SAUL,2002,Ballantine Books,1.7311008315222889
0446802204,1.5471698113207548,53,Master of the Game,Sidney Sheldon,1983,Not Avail,1.2912863593696702
014034294X,3.253968253968254,63,Matilda,Roald Dahl,1990,Puffin Books,1.6359755429185376
0425135721,2.2280701754385963,57,McNally's Secret (Archy McNally Novels (Paperback)),Lawrence Sanders,1994,Berkley Publishing Group,1.4205351028880504
0316776963,3.6911764705882355,340,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books,1.8964707809232038
0671534718,2.591549295774648,71,Melody (Logan),V.C. Andrews,1996,Pocket,1.4868103590530073
0345409671,3.8857142857142857,70,"Memnoch the Devil (Vampire Chronicles, No 5)",Anne Rice,1997,Ballantine Books,1.7854934046373578
0679441018,3.1285714285714286,70,Memnoch the Devil : The Vampire Chronicles (Vampire Chronicles),ANNE RICE,1995,Knopf,1.6110859561062016
0375400117,4.710843373493976,83,Memoirs of a Geisha,Arthur Golden,1997,Alfred A. Knopf,2.012425483133491
0099771519,4.3128834355828225,163,Memoirs of a Geisha Uk,Arthur Golden,0,Trafalgar Square,2.0311295689476667
0446354678,1.7321428571428572,56,Memories of Midnight,Sidney Sheldon,1991,Warner Books,1.320559733507284
006016848X,2.693877551020408,147,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",John Gray,1992,HarperCollins Publishers,1.4917066407542061
0671034022,2.6823529411764704,85,Mercy,Julie Garwood,2002,Pocket,1.5025824410820716
0679454489,2.5076923076923077,65,Merrick (Vampire Chronicles),Anne Rice,2000,Alfred A. Knopf,1.4717832556733035
0345422406,2.2950819672131146,61,Merrick (Vampire/Witches Chronicles),Anne Rice,2001,Ballantine Books,1.4293967157203953
0440209412,1.9577464788732395,71,Message from Nam,Danielle Steel,1991,Dell,1.33974004759621
0446606812,2.6395663956639566,369,Message in a Bottle,Nicholas Sparks,1999,Warner Vision,1.4623536930805536
0786889608,2.6666666666666665,54,Middle of Nowhere,Ridley Pearson,2001,Hyperion,1.5127342139786526
0374199698,2.9724770642201834,109,Middlesex: A Novel,Jeffrey Eugenides,2002,"Farrar, Straus and Giroux",1.5781670701843784
0425118703,2.239130434782609,92,Midnight,Dean R. Koontz,1995,Berkley Publishing Group,1.3833996350709115
0515133973,3.0676691729323307,133,Midnight Bayou,Nora Roberts,2004,Jove Books,1.6096641353522485
0449006530,3.5294117647058822,68,Midnight Voices,JOHN SAUL,2003,Ballantine Books,1.7013548115377977
0671695169,2.142857142857143,77,Midnight Whispers (Cutler),V.C. Andrews,1992,Pocket,1.3750200487580424
0679751521,3.22972972972973,148,Midnight in the Garden of Good and Evil,John Berendt,1999,Vintage Books USA,1.6645277483784706
0679429220,3.159090909090909,264,Midnight in the Garden of Good and Evil: A Savannah Story,John Berendt,1994,Random House,1.6646986738051883
0140132708,2.9444444444444446,54,Midnight's Children,Salman Rushdie,1995,Penguin Books,1.5683972455085662
0375706771,3.113157894736842,380,Midwives: A Novel,Chris Bohjalian,1998,Vintage,1.662941892036868
0380732688,2.1538461538461537,52,Milk and Honey (Peter Decker/Rina Lazarus Novels),Faye Kellerman,2002,Avon,1.4132505392692039
0373250126,3.325,80,Milkrun,Sarah Mlynowski,2001,Harlequin,1.6627633525701957
0425152898,2.259259259259259,81,Mind Prey,John Sandford,2004,Berkley Publishing Group,1.3990648260815162
0451141083,2.1666666666666665,60,Mindbend,Robin Cook,2001,Signet Book,1.4033543963211945
0446353957,3.016949152542373,59,Mirror Image,Sandra Brown,1990,Warner Books,1.583707898586473
0451153553,3.443396226415094,106,Misery,Stephen King,1988,New Amer Library,1.7104302774238451
0688177751,3.5163934426229506,122,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,2000,Perennial,1.7418474891589697
0553566040,2.857142857142857,56,Missing Joseph,Elizabeth George,1994,Bantam Books,1.5505681819351416
0061096113,2.4578313253012047,83,Mistaken Identity,Lisa Scottoline,2000,HarperTorch,1.4469245649211144
0451176723,1.603448275862069,58,Mitigating Circumstances,Nancy Taylor Rosenberg,1993,Signet Book,1.2889523775071958
0440214114,1.6557377049180328,61,Mixed Blessings,DANIELLE STEEL,1993,Dell,1.2924532539947982
0061030597,2.051282051282051,78,Moment of Truth,Lisa Scottoline,2001,HarperTorch,1.3515038795137944
0345413873,3.0530973451327434,113,Monster : A Novel (Alex Delaware Novels (Paperback)),JONATHAN KELLERMAN,2000,Ballantine Books,1.601826968595897
059045367X,1.463768115942029,69,"Monster Blood (Goosebumps, No 3)",R. L. Stine,1995,Scholastic,1.230112846343415
1551664348,1.2307692307692308,52,Montana,Debbie Macomber,1998,Mira,1.2321241575697983
0515120618,2.623762376237624,101,Montana Sky,Nora Roberts,2000,Jove Books,1.4814978446148084
0804117683,2.259259259259259,54,Moo,Jane Smiley,1998,Ivy Books,1.4310951010681126
0380726262,2.107142857142857,56,Moon Music (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1999,Avon,1.3972292163165698
0671867113,2.86231884057971,138,Moonlight Becomes You,Mary Higgins Clark,1997,Pocket,1.5460063601158374
1400031362,3.0703125,128,Morality for Beautiful Girls (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor,1.6095901103027173
0515102636,3.7333333333333334,60,Morning Glory,LaVyrle Spencer,1990,Jove Books,1.7359446878007017
0446602213,1.1666666666666667,72,"Morning, Noon &amp; Night",Sidney Sheldon,1996,Warner Books,1.1532210988744758
0425113884,2.3636363636363638,77,Mortal Fear,Robin Cook,1989,Berkley Publishing Group,1.4284107245260322
0399148639,3.84375,64,Mortal Prey,John Sandford,2002,Putnam Publishing Group,1.7661771048083266
0786866276,2.4305555555555554,72,Mother of Pearl,Melinda Haynes,1999,Hyperion,1.4486175219652127
